IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
209037,SM,20,Female,Bachelor's degree or higher,White,west,2,2,2,2,2,2,1,1,1,1,1,2,1,3,2,1,1,1,1,2,3,2,2,1,2,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,78,16,15,18,11,13,10,11,12
209043,SM,13,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,11 to 31.5 mo,80,16,12,12,11,18,11,16,15
209046,SM,6,Female,Bachelor's degree or higher,White,south,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,3,1,2,1,2,2,1,2,3,1,1,1,2,4,03.5 to 10 mo,85,18,12,14,12,19,12,16,19
209047,SM,4,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,2,2,1,1,2,1,3,2,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,1,2,1,1,1,1,1,1,1,1,1,1,3,03.5 to 10 mo,88,11,14,11,15,20,10,18,12
209048,SM,9,Male,Bachelor's degree or higher,White,south,2,2,1,2,3,3,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1,3,1,1,1,1,2,3,1,1,1,1,2,03.5 to 10 mo,84,19,14,17,12,14,11,16,14
209049,SM,7,Female,Bachelor's degree or higher,White,south,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,1,1,1,1,2,2,1,3,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,80,20,17,16,12,12,10,13,10
209050,SM,7,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,2,2,2,2,2,1,2,3,2,1,1,1,1,2,2,2,3,1,2,1,2,1,2,3,2,1,1,2,2,1,2,1,2,1,2,3,3,1,2,2,1,1,1,3,1,3,2,1,1,1,1,2,2,1,1,1,1,2,3,2,1,2,1,3,1,4,3,3,2,3,1,2,2,2,2,03.5 to 10 mo,100,19,16,19,15,18,15,17,24
209051,SM,6,Male,Bachelor's degree or higher,White,south,1,2,1,1,2,2,2,2,2,1,1,2,2,3,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,87,16,17,18,12,17,10,13,12
212001,SM,5,Female,Bachelor's degree or higher,Hispanic,west,1,2,2,1,2,2,2,2,2,2,2,2,3,3,1,3,2,2,2,3,2,2,2,2,2,2,1,1,2,3,3,2,1,4,2,1,2,2,1,2,4,3,2,3,2,2,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,4,1,2,1,2,1,2,1,1,1,1,2,03.5 to 10 mo,118,18,23,19,20,25,11,20,14
212005,SM,20,Female,Bachelor's degree or higher,Asian,west,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,3,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,11 to 31.5 mo,99,19,17,17,17,18,11,19,19
212019,SM,18,Male,Bachelor's degree or higher,MultiRacial,west,2,3,2,2,3,3,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,3,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,11 to 31.5 mo,99,23,16,17,16,16,16,18,21
212021,SM,7,Male,Bachelor's degree or higher,White,west,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,1,1,2,3,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,3,2,1,2,2,2,1,3,2,2,2,1,2,3,3,03.5 to 10 mo,101,20,17,19,16,18,14,17,21
212026,SM,20,Male,High school graduate (including GED),MultiRacial,west,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,1,1,3,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,11 to 31.5 mo,94,18,17,19,13,17,12,16,18
212034,SM,5,Female,Bachelor's degree or higher,Asian,west,1,2,2,2,2,1,2,2,2,2,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,3,1,2,2,2,3,4,2,1,1,1,2,03.5 to 10 mo,82,18,14,17,12,10,13,16,20
212209,SM,17,Male,Bachelor's degree or higher,MultiRacial,west,2,2,1,1,2,2,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,3,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,11 to 31.5 mo,90,14,15,13,15,17,15,15,15
214001,SM,13,Male,Bachelor's degree or higher,White,south,3,2,1,1,2,2,2,1,1,2,1,1,2,3,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,2,4,1,2,1,1,2,2,2,1,1,1,2,2,3,11 to 31.5 mo,86,17,13,15,13,15,12,18,17
214005,SM,8,Male,Bachelor's degree or higher,White,midwest,1,1,1,2,2,1,1,2,2,4,2,1,2,4,1,2,2,1,2,3,1,2,2,3,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,3,1,3,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,3,1,2,1,1,2,3,2,1,1,1,1,03.5 to 10 mo,95,17,20,17,11,18,13,16,15
214014,SM,30,Female,Some college or associate degree,White,midwest,2,3,1,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,2,1,4,2,2,2,2,3,3,4,1,1,2,1,1,1,2,1,1,2,3,1,1,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,2,2,3,1,1,2,1,2,11 to 31.5 mo,94,17,15,22,15,18,11,13,19
214018,SM,26,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,2,3,1,2,1,3,1,2,1,1,1,2,2,1,2,2,2,1,1,1,3,3,2,1,1,3,2,1,2,2,1,1,2,4,2,2,2,3,4,2,4,1,2,2,1,2,1,1,2,2,1,1,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,11 to 31.5 mo,107,17,15,18,16,26,15,17,16
214019,SM,11,Male,Bachelor's degree or higher,White,south,2,3,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,2,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,3,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,3,11 to 31.5 mo,88,18,12,16,16,19,12,13,15
214020,SM,18,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,11 to 31.5 mo,83,16,14,13,16,17,10,13,11
214022,SM,4,Female,Bachelor's degree or higher,White,south,1,2,1,1,3,1,1,3,1,1,1,3,1,4,4,2,1,1,2,4,3,4,1,2,1,3,1,1,4,3,2,1,1,2,1,1,1,1,1,1,4,1,3,2,1,1,1,3,3,1,2,2,1,1,1,1,1,1,2,1,1,1,3,2,3,2,2,1,3,2,1,2,1,1,2,1,1,2,1,2,03.5 to 10 mo,111,15,23,23,12,20,13,20,14
214023,SM,4,Female,Some college or associate degree,White,south,3,3,3,2,2,3,1,3,1,1,1,3,1,1,1,1,4,1,1,3,1,1,1,1,3,1,1,3,1,1,2,1,3,1,1,3,1,1,3,3,1,2,1,1,1,3,3,3,1,3,1,3,3,4,2,4,4,2,1,3,1,1,1,1,3,3,3,4,2,1,3,1,2,1,1,2,2,2,4,2,03.5 to 10 mo,116,22,17,14,19,19,27,20,20
216002,SM,29,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,2,1,2,1,1,3,2,4,1,1,1,1,1,4,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,3,4,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,11 to 31.5 mo,85,13,19,14,12,19,10,11,13
216009,SM,26,Male,Bachelor's degree or higher,White,midwest,2,2,2,1,2,1,2,2,2,2,3,3,1,2,2,2,1,1,2,3,3,3,2,4,1,2,1,1,3,2,2,2,1,3,2,1,2,2,1,2,3,3,1,1,2,3,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,4,2,3,2,2,2,3,1,1,2,1,1,2,1,1,2,2,2,11 to 31.5 mo,114,18,20,22,18,19,13,22,15
216013,SM,28,Male,Bachelor's degree or higher,Black,midwest,1,3,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,11 to 31.5 mo,75,13,14,13,10,12,11,15,15
216014,SM,22,Female,Did not complete high school (no diploma),Black,midwest,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,68,10,14,12,10,11,10,11,10
216015,SM,16,Female,Bachelor's degree or higher,Hispanic,midwest,2,2,2,2,3,2,2,2,3,4,1,1,2,3,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,3,1,4,1,2,2,2,3,3,1,3,1,2,3,11 to 31.5 mo,88,24,15,13,13,14,17,16,22
216016,SM,8,Male,Bachelor's degree or higher,Hispanic,midwest,3,3,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,2,3,1,1,2,1,2,3,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,3,3,1,1,3,1,1,1,1,2,3,4,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,03.5 to 10 mo,97,20,13,19,13,15,19,18,14
216030,SM,14,Female,Bachelor's degree or higher,MultiRacial,midwest,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,2,2,2,1,1,4,1,1,1,1,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,85,10,13,16,14,17,10,15,11
216033,SM,21,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,77,15,13,15,10,13,12,14,11
216034,SM,11,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,2,2,2,2,3,2,1,3,2,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,3,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,11 to 31.5 mo,86,21,17,16,15,15,11,12,15
216035,SM,14,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,3,1,2,2,3,2,1,1,1,2,1,1,2,2,3,1,2,3,3,3,2,1,3,1,3,3,2,1,2,2,1,2,2,1,1,1,2,1,1,1,3,1,1,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,2,3,2,2,2,1,1,2,1,1,11 to 31.5 mo,97,20,15,24,15,15,14,14,17
216047,SM,19,Male,Some college or associate degree,MultiRacial,midwest,2,2,2,2,2,2,2,1,2,2,1,1,1,4,2,2,2,1,1,2,1,2,1,3,1,1,1,2,1,1,2,2,3,3,1,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,2,1,3,4,2,1,1,1,2,1,2,2,1,2,2,3,1,2,3,2,2,11 to 31.5 mo,96,19,17,14,19,13,15,18,20
216048,SM,25,Female,Bachelor's degree or higher,Other,midwest,3,3,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,2,4,3,3,2,2,3,3,2,1,4,4,2,1,1,2,2,1,2,1,1,2,4,3,2,1,1,1,2,1,4,1,2,2,2,1,1,2,2,1,3,2,2,2,2,2,2,3,4,4,3,2,2,1,4,2,3,1,2,2,2,2,11 to 31.5 mo,128,21,22,27,15,20,18,26,21
216049,SM,26,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,3,2,2,1,2,2,1,2,1,3,1,2,2,1,1,4,3,2,1,4,1,3,2,2,4,4,1,3,2,1,1,1,2,1,1,1,3,3,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,3,1,1,1,1,1,2,11 to 31.5 mo,106,18,18,26,14,18,14,16,14
216050,SM,4,Male,Bachelor's degree or higher,White,midwest,2,2,2,3,2,2,1,2,1,1,1,1,2,3,1,1,2,1,2,2,2,1,2,3,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,03.5 to 10 mo,85,18,16,16,13,13,13,14,16
216052,SM,23,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,2,2,1,1,2,1,1,1,2,3,1,2,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,75,15,16,12,12,11,11,13,13
216054,SM,28,Female,Bachelor's degree or higher,White,midwest,2,3,1,2,3,2,2,2,2,2,2,2,2,4,1,2,1,1,1,2,2,3,1,2,1,2,1,1,3,2,2,2,1,2,1,1,2,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,11 to 31.5 mo,91,21,18,18,15,16,11,13,13
216055,SM,8,Female,Bachelor's degree or higher,White,midwest,1,2,1,2,3,2,3,2,2,2,1,2,1,4,1,1,1,1,1,2,2,4,1,2,1,2,1,1,3,2,2,2,1,2,1,1,2,2,1,1,2,3,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,03.5 to 10 mo,88,20,15,19,15,16,10,13,15
216056,SM,23,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,11 to 31.5 mo,72,14,15,14,12,11,10,10,12
216057,SM,23,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11 to 31.5 mo,69,14,13,13,12,10,10,11,11
216058,SM,9,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,1,2,2,1,2,2,1,1,2,3,1,2,1,1,1,4,1,1,1,4,1,3,1,1,2,3,1,1,1,2,1,1,1,3,2,1,2,4,1,2,1,2,1,3,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,2,2,03.5 to 10 mo,95,17,17,18,14,20,12,14,15
216060,SM,30,Male,Bachelor's degree or higher,White,midwest,2,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,68,18,12,13,10,12,10,11,11
216062,SM,27,Male,Some college or associate degree,White,midwest,2,3,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,76,18,15,13,12,14,11,11,12
216065,SM,8,Male,Bachelor's degree or higher,White,midwest,3,3,1,2,2,1,2,1,1,2,1,2,2,3,1,2,2,2,2,2,1,2,1,2,3,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,1,3,03.5 to 10 mo,91,18,19,15,12,17,12,16,19
216066,SM,5,Female,Bachelor's degree or higher,White,midwest,2,2,2,2,3,1,2,1,3,2,1,2,2,3,1,2,2,1,2,2,2,2,1,1,3,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,3,1,1,2,2,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,03.5 to 10 mo,94,20,18,18,14,18,12,14,21
219020,SM,4,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,75,14,12,15,12,14,10,12,13
221004,SM,12,Female,Bachelor's degree or higher,White,south,2,2,1,1,2,2,1,1,3,2,1,2,2,3,1,2,3,1,4,3,1,1,1,1,2,1,2,1,2,1,1,1,3,3,1,1,4,3,4,2,1,1,2,1,1,2,1,3,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,3,1,3,1,2,2,2,4,1,3,2,2,1,1,11 to 31.5 mo,104,17,22,13,23,16,15,15,20
221014,SM,17,Female,Bachelor's degree or higher,White,south,1,2,1,2,3,1,2,1,1,1,1,2,3,4,2,3,2,2,3,3,2,4,2,2,1,1,2,1,3,2,1,3,3,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,3,11 to 31.5 mo,104,15,25,20,15,17,13,14,19
224014,SM,5,Male,Bachelor's degree or higher,White,northeast,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,03.5 to 10 mo,71,21,11,12,14,11,11,12,15
224023,SM,4,Female,Some college or associate degree,Hispanic,northeast,2,2,2,2,3,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,3,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,3,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,03.5 to 10 mo,86,18,13,18,12,18,12,13,16
230001,SM,16,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,2,2,2,2,1,2,2,3,2,3,2,1,2,2,2,3,3,3,1,1,2,2,3,4,2,1,2,3,1,1,2,1,1,1,3,4,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,3,1,3,2,2,2,2,2,3,1,1,2,2,3,11 to 31.5 mo,112,16,20,24,15,21,15,17,20
230007,SM,9,Male,Some college or associate degree,White,midwest,2,3,2,2,2,1,2,1,2,2,1,2,1,3,1,2,1,1,1,2,1,3,3,1,3,1,3,4,3,3,3,2,1,4,1,1,1,1,1,1,2,3,1,1,2,1,2,3,2,2,1,2,1,3,1,2,1,1,1,2,2,1,1,2,1,3,3,4,4,2,4,2,1,2,3,4,1,1,2,1,03.5 to 10 mo,113,19,15,25,16,19,15,23,21
230015,SM,17,Female,Bachelor's degree or higher,White,midwest,2,1,1,2,3,1,1,1,2,1,1,2,2,2,2,1,1,1,2,4,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,3,4,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,4,1,1,2,3,2,3,1,1,1,1,2,11 to 31.5 mo,98,15,18,16,14,20,11,19,17
230028,SM,12,Female,Bachelor's degree or higher,White,midwest,2,3,1,2,2,2,2,2,2,2,1,1,2,3,1,2,2,1,1,4,2,2,1,2,1,1,1,2,2,2,2,1,2,3,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,2,1,2,1,1,2,2,1,11 to 31.5 mo,93,20,18,16,17,17,11,14,16
230030,SM,4,Male,Bachelor's degree or higher,White,midwest,3,2,2,2,3,1,2,2,2,2,1,1,1,3,3,1,1,1,2,3,1,2,1,2,1,1,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,1,3,1,2,2,2,2,03.5 to 10 mo,84,21,17,17,12,14,10,14,19
230031,SM,9,Male,Bachelor's degree or higher,White,midwest,2,3,1,1,1,1,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,1,2,3,2,2,1,2,2,2,3,2,2,1,2,3,1,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,03.5 to 10 mo,119,16,21,20,20,21,17,20,18
230035,SM,16,Male,Bachelor's degree or higher,White,midwest,2,3,2,2,3,2,1,1,1,2,1,2,1,3,1,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,11 to 31.5 mo,93,19,17,20,14,14,14,14,16
230038,SM,30,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,3,4,1,2,1,2,2,2,2,2,1,2,3,2,2,11 to 31.5 mo,93,19,17,15,14,14,14,19,20
236011,SM,4,Female,Bachelor's degree or higher,White,west,3,2,1,1,2,2,2,3,3,3,2,4,2,4,3,3,2,2,4,4,3,3,3,2,3,2,3,2,4,3,3,2,4,4,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,4,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,03.5 to 10 mo,159,22,30,28,26,24,23,28,20
236012,SM,29,Male,Some college or associate degree,White,west,2,2,1,3,3,3,2,2,3,3,1,1,2,2,1,3,2,2,1,2,2,3,3,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,2,3,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,3,2,1,3,1,1,11 to 31.5 mo,100,24,17,23,18,18,12,12,17
