IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0022,q0024,q0025,q0026,q0027,q0028,q0029,q0032,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0052,q0054,q0055,q0056,q0061,q0062,q0063,q0066,q0067,q0068,q0069,q0071,q0073,q0075,q0076,q0077,q0079,q0080,q0081,q0082,q0086,q0087,q0088,q0089,q0091,q0093,q0095,q0096,q0097,q0098,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0110,q0112,q0114,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
209029,SM,18,Female,Bachelor's degree or higher,White,west,1,1,1,1,1,2,2,1,1,2,3,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,3,3,2,1,3,1,2,1,2,1,2,2,1,1,2,1,1,2,1,3,2,2,2,3,3,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,09.5 to 20 mo,102,13,17,17,18,15,20,15,15
209031,SM,26,Male,Bachelor's degree or higher,White,south,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,21 to 31.5 mo,78,16,11,14,13,12,14,14,13
212005,SM,20,Female,Bachelor's degree or higher,Asian,west,1,1,1,1,1,2,2,2,1,1,2,3,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,2,2,2,3,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,91,13,17,17,12,14,17,14,10
212026,SM,20,Male,High school graduate (including GED),MultiRacial,west,2,2,2,1,2,3,2,2,1,1,1,3,1,2,1,2,2,3,1,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,3,1,2,2,1,1,2,3,2,2,2,2,3,2,2,2,1,1,3,3,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,09.5 to 20 mo,108,18,18,20,18,20,17,15,16
212209,SM,17,Male,Bachelor's degree or higher,MultiRacial,west,3,2,2,1,2,3,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,09.5 to 20 mo,85,19,15,16,13,13,14,14,11
214014,SM,30,Female,Some college or associate degree,White,midwest,1,1,1,1,1,1,2,1,1,2,1,2,1,3,1,1,1,3,2,1,3,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,78,12,16,16,11,12,12,11,10
216002,SM,29,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,21 to 31.5 mo,66,11,11,12,12,11,10,10,13
216009,SM,26,Male,Bachelor's degree or higher,White,midwest,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,21 to 31.5 mo,98,19,17,21,17,14,15,14,15
216013,SM,28,Male,Bachelor's degree or higher,Black,midwest,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,21 to 31.5 mo,79,12,13,14,15,11,14,12,14
216014,SM,22,Female,Did not complete high school (no diploma),Black,midwest,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,4,2,2,4,2,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,91,13,15,21,14,12,17,12,10
216015,SM,16,Female,Bachelor's degree or higher,Hispanic,midwest,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,85,16,16,16,13,11,16,13,11
216030,SM,14,Female,Bachelor's degree or higher,MultiRacial,midwest,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,79,13,12,12,15,10,17,13,11
216033,SM,21,Female,Bachelor's degree or higher,White,midwest,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,82,15,13,15,16,11,14,13,10
216035,SM,14,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,1,1,2,1,1,2,1,4,1,3,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,1,09.5 to 20 mo,82,14,16,13,14,10,15,14,13
216047,SM,19,Male,Some college or associate degree,MultiRacial,midwest,1,1,2,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,09.5 to 20 mo,70,17,12,12,11,10,15,10,13
216048,SM,25,Female,Bachelor's degree or higher,Other,midwest,2,1,2,1,1,3,3,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,3,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,21 to 31.5 mo,86,18,13,13,16,13,15,16,12
216052,SM,23,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,21 to 31.5 mo,72,11,11,13,12,11,14,11,12
216057,SM,23,Female,Bachelor's degree or higher,White,midwest,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,65,11,12,10,10,10,13,10,10
216060,SM,30,Male,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,67,10,10,11,12,13,11,10,10
216062,SM,27,Male,Some college or associate degree,White,midwest,2,2,1,1,2,2,2,2,2,1,2,2,1,3,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,21 to 31.5 mo,84,17,16,14,14,15,12,13,12
221004,SM,12,Female,Bachelor's degree or higher,White,south,2,4,1,1,2,2,2,1,3,2,2,3,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,1,2,4,2,2,3,1,1,1,1,1,2,2,1,1,2,2,2,3,1,2,2,1,2,2,4,09.5 to 20 mo,90,20,17,13,13,12,22,13,21
221016,SM,6,Male,High school graduate (including GED),Hispanic,south,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,2,1,3,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,,4,2,3,09.5 to 20 mo,94,20,21,17,14,12,16,14,
230001,SM,16,Female,Bachelor's degree or higher,White,midwest,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,3,2,2,09.5 to 20 mo,85,14,15,15,14,12,16,13,20
230015,SM,17,Female,Bachelor's degree or higher,White,midwest,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,09.5 to 20 mo,65,11,10,11,13,10,11,10,11
230035,SM,16,Male,Bachelor's degree or higher,White,midwest,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,09.5 to 20 mo,95,23,21,18,13,15,16,12,13
230038,SM,30,Female,Bachelor's degree or higher,White,midwest,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,21 to 31.5 mo,82,14,13,13,14,12,15,15,11
233004,In-house-Eng,20,Female,Some college or associate degree,White,northeast,2,2,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,4,1,4,1,1,1,1,09.5 to 20 mo,71,15,11,12,13,11,10,14,19
233005,In-house-Eng,13,Female,Some college or associate degree,White,northeast,1,1,1,1,1,3,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,09.5 to 20 mo,75,15,11,12,15,11,14,12,13
233011,In-house-Eng,29,Female,Bachelor's degree or higher,MultiRacial,west,2,2,1,1,2,3,3,2,1,1,2,3,1,2,2,2,1,3,1,2,3,2,3,2,2,2,1,2,1,1,2,1,2,3,1,2,2,3,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,3,3,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,1,2,2,2,21 to 31.5 mo,110,18,19,19,20,14,19,19,18
233015,In-house-Eng,23,Male,High school graduate (including GED),White,northeast,1,1,1,1,1,2,1,1,1,1,1,2,1,4,1,1,1,2,1,2,2,1,2,1,1,2,3,4,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,89,11,16,18,16,12,14,13,10
236012,SM,29,Male,Some college or associate degree,White,west,2,2,2,1,2,2,3,1,1,2,1,2,2,2,1,1,2,3,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,101,18,17,17,17,20,15,15,12
236013,SM,29,Female,Some college or associate degree,Hispanic,west,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,21 to 31.5 mo,68,11,11,12,11,10,13,11,12
250003,SM,18,Female,Bachelor's degree or higher,Hispanic,south,2,3,1,1,1,1,1,1,3,2,2,2,1,4,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,4,1,1,3,1,1,1,1,1,2,3,3,1,3,1,3,3,3,09.5 to 20 mo,80,16,17,11,11,11,14,16,23
250015,SM,22,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,2,1,1,1,1,1,4,1,4,1,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,82,11,22,12,12,10,14,12,11
250017,SM,22,Female,Bachelor's degree or higher,Hispanic,south,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,21 to 31.5 mo,81,14,13,14,13,12,14,15,11
250025,SM,27,Female,Some college or associate degree,White,south,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,3,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,83,13,14,15,11,18,12,13,10
250034,SM,20,Male,Bachelor's degree or higher,Hispanic,south,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,09.5 to 20 mo,75,21,14,12,12,11,13,13,11
250067,SM,14,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,2,3,3,2,3,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,3,3,2,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,2,1,2,09.5 to 20 mo,84,23,12,13,14,17,16,12,15
250071,SM,10,Male,Bachelor's degree or higher,White,south,2,4,1,1,2,1,1,1,3,3,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,4,4,1,1,1,1,1,1,09.5 to 20 mo,72,19,12,11,10,11,15,13,18
260030,SM,16,Male,Some college or associate degree,White,south,3,2,2,1,1,2,2,1,2,1,1,3,1,3,1,1,1,2,1,1,3,2,2,1,1,1,3,3,1,1,1,1,3,2,2,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,3,2,2,2,1,1,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,95,17,15,18,17,12,17,16,10
260031,SM,10,Female,Bachelor's degree or higher,White,south,1,3,1,1,2,2,2,1,3,3,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,2,3,2,2,2,2,09.5 to 20 mo,76,19,14,12,14,12,13,11,24
260062,SM,14,Female,Did not complete high school (no diploma),White,south,1,2,1,1,1,2,3,1,3,3,1,4,1,3,1,1,2,3,3,2,3,2,2,1,2,2,1,4,2,1,2,1,2,3,1,2,2,3,2,1,1,1,1,1,1,2,4,2,2,1,1,3,1,2,2,2,3,2,1,1,2,1,2,1,2,1,3,2,2,2,1,1,1,1,2,1,1,1,1,2,09.5 to 20 mo,112,18,21,20,19,16,18,18,12
263001,SM,28,Male,Some college or associate degree,Hispanic,west,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,65,12,10,10,11,12,12,10,10
275002,SM,24,Male,High school graduate (including GED),White,northeast,3,2,1,2,2,3,2,1,4,3,1,1,1,3,1,1,1,1,1,2,3,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,84,23,13,15,15,14,11,16,12
275008,SM,11,Female,High school graduate (including GED),Black,northeast,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,3,1,2,3,1,1,3,2,1,2,1,1,3,1,2,1,2,1,1,1,3,1,1,1,2,1,1,09.5 to 20 mo,86,13,14,13,12,11,20,16,13
275021,SM,19,Male,Did not complete high school (no diploma),White,northeast,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,1,1,2,1,1,2,1,1,2,1,1,3,2,2,3,1,3,2,2,3,2,2,1,1,1,1,1,1,1,1,4,3,3,2,1,2,2,3,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,09.5 to 20 mo,100,18,17,13,22,12,23,13,13
292001,SM,14,Male,High school graduate (including GED),Black,south,3,3,1,2,2,3,2,2,3,2,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,2,3,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,1,3,1,1,2,2,2,3,2,1,2,2,3,3,2,1,3,2,2,1,2,1,3,1,2,09.5 to 20 mo,97,23,16,15,14,11,19,22,18
292002,SM,15,Male,High school graduate (including GED),Black,south,2,3,4,1,2,3,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,1,1,3,1,3,2,3,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,2,1,1,3,1,1,4,3,2,1,1,1,1,2,2,2,2,09.5 to 20 mo,99,26,19,18,17,14,14,17,17
292005,SM,14,Female,High school graduate (including GED),Hispanic,south,1,2,2,2,2,3,3,1,2,1,4,2,2,3,1,1,2,2,2,1,2,1,1,1,1,2,3,2,1,2,1,2,1,2,1,1,1,3,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,09.5 to 20 mo,90,19,20,16,16,14,11,13,12
292006,SM,21,Female,Did not complete high school (no diploma),Black,south,1,1,1,1,1,1,2,1,2,2,1,3,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,3,2,1,1,2,1,21 to 31.5 mo,85,13,18,10,12,17,14,14,15
292010,SM,16,Male,Did not complete high school (no diploma),Hispanic,south,3,3,2,3,4,4,3,3,4,3,3,2,2,1,2,2,2,2,1,3,3,2,3,4,2,3,3,3,3,3,3,3,2,2,2,1,1,2,1,3,2,2,2,2,1,3,1,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,1,3,3,3,4,2,3,2,2,2,2,2,3,3,2,09.5 to 20 mo,136,32,20,29,20,19,24,24,23
318080,SM,19,Male,High school graduate (including GED),Black,midwest,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,67,12,12,12,10,12,10,11,11
318081,SM,26,Female,High school graduate (including GED),Black,midwest,2,2,1,2,3,3,2,1,2,2,1,2,1,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,21 to 31.5 mo,71,20,15,13,10,11,10,12,15
318082,SM,21,Male,Some college or associate degree,Hispanic,midwest,2,2,2,1,2,2,2,1,2,3,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,65,19,13,12,10,10,10,10,10
318083,SM,27,Female,High school graduate (including GED),Hispanic,midwest,1,1,2,1,1,1,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,61,16,11,10,10,10,10,10,10
318084,SM,27,Female,Did not complete high school (no diploma),Black,midwest,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,61,14,11,10,10,10,10,10,10
318085,SM,24,Male,High school graduate (including GED),Hispanic,midwest,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,60,14,10,10,10,10,10,10,10
318086,SM,21,Male,High school graduate (including GED),Black,midwest,2,2,2,2,2,2,1,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,21 to 31.5 mo,62,19,12,10,10,10,10,10,12
318104,SM,11,Male,High school graduate (including GED),Black,midwest,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,4,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,2,09.5 to 20 mo,137,28,22,24,21,26,21,23,24
318105,SM,14,Male,High school graduate (including GED),Black,midwest,2,2,3,2,1,2,2,2,1,1,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,09.5 to 20 mo,167,18,33,33,29,22,26,24,23
318106,SM,11,Male,Did not complete high school (no diploma),Black,midwest,2,3,2,3,3,3,2,2,3,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,09.5 to 20 mo,142,26,24,22,23,26,26,21,24
318131,Sp,13,Female,High school graduate (including GED),Hispanic,midwest,2,3,3,3,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,1,1,1,1,2,2,2,09.5 to 20 mo,72,21,12,11,10,12,11,16,17
