CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,q0011,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,5246534710,95276301,02/14/2017 04:48:41,02/14/2017 05:02:31,108.73.106.231, , , , ,137009,02,14,2017,08,06,2003,13,Female,8,44111,No, , , , ,White, , ,No, ,No,Some college or associate degree,1,Frequently,Frequently,Always,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,44111,midwest,2/14/2017,8/6/2003,13.5277207392197,12.00 to 13.99,1,White,1
Web Link 1,5248356549,95276301,02/15/2017 08:35:07,02/16/2017 04:58:33,24.52.68.230, , , , ,105098,02,15,2017,05,19,2001,15,Male,10,43608,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),4 or more,Frequently,Frequently,Always,Always,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,43608,midwest,2/15/2017,5/19/2001,15.7453798767967,14.00 to 15.99 years,1,Black,1
Web Link 1,5250556635,95276301,02/16/2017 09:43:27,02/16/2017 10:10:39,84.3.181.53, , , , ,126004,02,16,2017,02,27,1999,17,Male,12,43154,No, ,Asian, , , , , ,No, ,No,Did not complete high school (no diploma),3,Frequently,Frequently,Frequently,Occasionally,Always,Frequently,Never,Frequently,Occasionally,Never,Always,Always,Always,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Frequently,Occasionally,Always,Never,Never,Never,Always,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Always,Never,Always,Always,Occasionally,Occasionally,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Always,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/16/2017,2/27/1999,17.9712525667351,16.00 to 17.99 years,1,Asian,1
Web Link 1,5250568448,95276301,02/16/2017 09:51:08,02/16/2017 10:07:45,84.3.181.53, , , , ,126005,02,16,2017,07,07,2003,13,Male,8,43154,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,3,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Frequently,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,43154,midwest,2/16/2017,7/7/2003,13.6153319644079,12.00 to 13.99,1,White,1
Web Link 1,5252615375,95276301,02/17/2017 12:42:02,02/17/2017 12:56:44,72.241.6.181, , , , ,105020,02,17,2017,06,19,1999,17,Female,12,43609,No, , ,Black/African American, , , , ,No, ,Yes,Some college or associate degree,2,Always,Always,Always,Always,Frequently,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,43609,midwest,2/17/2017,6/19/1999,17.6673511293635,16.00 to 17.99 years,1,Black,1
Web Link 1,5255493421,95276301,02/20/2017 11:21:31,02/20/2017 11:43:02,24.252.153.79, , , , ,137007,02,20,2017,06,01,2003,13,Male,7,44129,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Frequently,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Always,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Always,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,44129,midwest,2/20/2017,6/1/2003,13.7248459958932,12.00 to 13.99,1,White,1
Web Link 1,5255576347,95276301,02/20/2017 11:18:51,02/20/2017 12:18:54,172.56.11.53, , , , ,105110,02,20,2017,11,12,1997,19,Male,College,43607,No, , ,Black/African American, , , , ,No, ,Yes,Some college or associate degree,4 or more,Occasionally,Frequently,Occasionally,Frequently,Never,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Always,Frequently,Frequently,Occasionally,Frequently,Frequently,Never,Occasionally,Frequently,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Always,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Always,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Occasionally,Frequently,Occasionally,Occasionally,Always,Occasionally,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Frequently,Always,Occasionally,Frequently,Frequently,Occasionally,Always,Occasionally,Never,Occasionally,Frequently,Frequently,Frequently,Never,Frequently,Frequently,Always,Occasionally,Frequently,Frequently,Occasionally,Always,Occasionally,Frequently,Always,Frequently,Occasionally,Occasionally,Frequently,Never,Occasionally,Always,Occasionally,Frequently,Occasionally,Full License,Never,Occasionally,Occasionally,Occasionally,Always,Occasionally,Frequently,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Always,43607,midwest,2/20/2017,11/12/1997,19.27446954141,18.00 to 21.99 years,1,Black,1
Web Link 1,5257752976,95276301,02/21/2017 08:44:21,02/21/2017 09:01:14,67.187.168.73, , , , ,126063,02,21,2017,05,21,2002,14,Female,9,95667,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Always,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,95667,west,2/21/2017,5/21/2002,14.757015742642,14.00 to 15.99 years,1,White,1
Web Link 1,5257843469,95276301,02/21/2017 11:10:42,02/21/2017 11:41:32,67.187.168.73, , , , ,126064,02,20,2017,10,13,1996,20,Female,Not in school,95667,No, , , ,Native Hawaiian/Pacific Islander,White, , ,No, ,Yes,Some college or associate degree,4 or more,Frequently,Always,Frequently,Occasionally,Always,Frequently,Never,Frequently,Never,Never,Occasionally,Always,Frequently,Always,Never,Occasionally,Frequently,Frequently,Never,Frequently,Never,Never,Always,Occasionally,Frequently,Occasionally,Never,Always,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Always,Always,Never,Never,Always,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Always,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Full License,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,95667,west,2/20/2017,10/13/1996,20.3559206023272,18.00 to 21.99 years,2,MultiRacial,1
Web Link 1,5259104379,95276301,02/22/2017 02:10:44,02/22/2017 02:21:41,73.146.160.27, , , , ,129019,02,22,2017,03,03,2004,12,Female,7,46237,No,American Indian/Alaska Native, , , ,White, , ,No, ,No,Some college or associate degree,1,Frequently,Always,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Frequently,Frequently,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,46237,midwest,2/22/2017,3/3/2004,12.974674880219,12.00 to 13.99,2,MultiRacial,1
Web Link 1,5259148038,95276301,02/22/2017 02:42:48,02/22/2017 03:00:46,107.132.126.92, , , , ,137011,02,22,2017,06,17,2005,13,Female,8,44137,No, , , , ,White, , ,No, ,No,Some college or associate degree,1,Frequently,Always,Always,Frequently,Occasionally,Never,Never,Always,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Always,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,44137,midwest,2/22/2017,6/17/2005,11.6851471594798, ,1,White,1
Web Link 1,5259337446,95276301,02/22/2017 05:39:06,02/22/2017 05:54:37,73.44.175.24, , , , ,106009,02,22,2017,08,23,2000,16,Male,10,46311,No, , , , ,White, , ,No, ,Yes,Did not complete high school (no diploma),2,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Always,Occasionally,Frequently,Always,Always,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Always,Occasionally,Always,Never,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Always,Occasionally,Never,Never,Always,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Never,Frequently,Frequently,Frequently,Always,Learner's Permit,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,46311,midwest,2/22/2017,8/23/2000,16.5010266940452,16.00 to 17.99 years,1,White,1
Web Link 1,5261013823,95276301,02/23/2017 06:45:01,02/23/2017 07:02:47,107.11.23.198, , , , ,105058,02,23,2017,11,11,1999,17,Male,11,43566,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Frequently,Never,Frequently,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,43566,midwest,2/23/2017,11/11/1999,17.2867898699521,16.00 to 17.99 years,1,White,1
Web Link 1,5261034589,95276301,02/23/2017 07:13:17,02/23/2017 07:38:00,99.60.84.217, , , , ,106016,02,23,2017,11,15,2000,16,Female,10,46321,Yes, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,3,Always,Frequently,Frequently,Frequently,Frequently,Occasionally,Never,Always,Occasionally,Never,Frequently,Frequently,Frequently,Occasionally,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Never,Never,Never,Never,Occasionally,Learner's Permit,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,46321,midwest,2/23/2017,11/15/2000,16.2737850787132,16.00 to 17.99 years,1,Hispanic,1
Web Link 1,5261929221,95276301,02/24/2017 10:43:01,02/24/2017 10:58:12,173.8.199.33, , , , ,160011,02,24,2017,08,26,1996,20,Female,College,97333,No, ,Asian, , , , , ,No, ,Yes,Some college or associate degree,1,Always,Frequently,Frequently,Always,Always,Occasionally,Never,Always,Never,Never,Occasionally,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,97333,west,2/24/2017,8/26/1996,20.498288843258,18.00 to 21.99 years,1,Asian,1
Web Link 1,5261954443,95276301,02/24/2017 10:58:38,02/24/2017 11:15:02,173.8.199.33, , , , ,160012,02,23,2017,04,27,2004,12,Female,8,97330,No, ,Asian, , , , , ,Yes,Aspergers,No,Bachelor's degree or higher,1,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Frequently,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Frequently,Never,Never,Never,Occasionally,Frequently,Occasionally,Frequently,Frequently,Always,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Frequently,Frequently, , , , , , , , , , , , , , , , , , , ,97330,west,2/23/2017,4/27/2004,12.8268309377139,12.00 to 13.99,1,Asian,1
Web Link 1,5262055113,95276301,02/24/2017 12:13:41,02/24/2017 12:24:02,173.8.199.33, , , , ,160013,02,23,2017,08,09,1996,20,Female,College,97333,Yes, , ,Black/African American, , ,Other (please specify),Hispanic,No, ,Yes,High school graduate (including GED),3,Frequently,Frequently,Always,Always,Occasionally,Occasionally,Occasionally,Always,Occasionally,Never,Occasionally,Frequently,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,97333,west,2/23/2017,8/9/1996,20.5420944558522,18.00 to 21.99 years,2,Hispanic,1
Web Link 1,5262168575,95276301,02/24/2017 01:41:59,02/24/2017 01:56:22,173.8.199.33, , , , ,160014,02,24,2017,09,04,1996,20,Female,College,97330,No, ,Asian, , , , , ,No, ,Yes,Bachelor's degree or higher,1,Always,Always,Always,Always,Occasionally,Occasionally,Never,Always,Occasionally,Occasionally,Never,Never,Always,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,97330,west,2/24/2017,9/4/1996,20.4736481861739,18.00 to 21.99 years,1,Asian,1
Web Link 1,5262958494,95276301,02/25/2017 11:41:30,02/25/2017 11:48:55,75.170.74.107, , , , ,160015,02,24,2017,03,13,1996,20,Female,College,97333,No, , ,Black/African American, , , , ,No, ,Yes,Bachelor's degree or higher,3,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,97333,west,2/24/2017,3/13/1996,20.952772073922,18.00 to 21.99 years,1,Black,1
Web Link 1,5262965524,95276301,02/25/2017 11:50:58,02/25/2017 11:59:52,75.170.74.107, , , , ,160016,02,24,2017,02,11,2005,15,Male,9,97330,No, , , , ,White, , ,Yes,Aspergers,No,Bachelor's degree or higher,0,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Frequently,Frequently,Frequently,Never,Frequently,Frequently,Always,Never,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Frequently,Never,Occasionally,Never,Frequently,Frequently,Frequently,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,97330,west,2/24/2017,2/11/2005,12.0355920602327,12.00 to 13.99,1,White,1
